Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,Hawthorne  City of,2,Yes,334.4,375.4,-99999,NULL,AF,CII quantity of water includes all non-residential sales.,44572,67.1,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes: California Water Service Company Palos Verdes (491), California Water Service Company Hermosa/Redondo (467), and Hawthorne City of (405) service areas.",,108964717,122324626,67.1,0.823,No Correction,South Coast,75.3
15-Jun,06/01/2015 00:00,Hayward  City of,Stage 1,Yes,516466,746705,0,NULL,CCF,,151037,57,,,386343397,558574130,57.1,0.67,No Correction,San Francisco Bay,82.6
15-Jun,06/01/2015 00:00,Healdsburg  City of,2,Yes,50584088,72659544,1555000,NULL,G,,11687,100,,,50584088,72659544,101,0.7,No Correction,North Coast,145.1
15-Jun,06/01/2015 00:00,Helix Water District,Level 2 Drought Alert,Yes,2490.2,3321.5,-99999,NULL,AF,Percentage residential use and actual CII usage in AF for May 2015 were estimated based on three-year average water sales per month.  Helix reads water meters on rolling two-month billing cycles and production numbers by individual month by individual class are not available.,270375,80,"Reports of water waste outside of Helix's service area which were forwarded to the appropriate agency, duplicate reports, incomplete addresses, and reports of non-violations are included in the total complaints received but were not included as a direct customer contact.",,811435224,1082315515,80,0.8,No Correction,South Coast,106.7
15-Jun,06/01/2015 00:00,Hemet  City of,Madatory 25%,Yes,351.21,420.89,0,NULL,AF,,29982,101.78,,,114442280,137147607,101.8,0.8,No Correction,South Coast,122
15-Jun,06/01/2015 00:00,Hesperia Water District City of,2,Yes,1392,1779,-99999,NULL,AF,,91627,94,,"Starting in June of 2015, the Hesperia Water District has reduced outdoor irrigation to only 5 days per week. Customers were notified via mail of these changes in order to reduce our production by 32%.",453585186,579689689,94.1,0.57,No Correction,South Lahontan,120.2
15-Jun,06/01/2015 00:00,Hi-Desert Water District,1,Yes,281.32,320.4,0,NULL,AF,,23760,78.03,"Water Waste Complaints are directly related to non- District personnel complaints. Five First Violation Warnings were issued. One employee generated, four resulting from Water Waste Complaints.","Several water use restrictions and conservation programs were already in effect prior to April 1, 2015. ",91668523,104402797,78,0.6069,No Correction,Colorado River,88.9
15-Jun,06/01/2015 00:00,Hillsborough  Town of,Stage Two,Yes,126177,237837,-99999,NULL,CCF,,10850,255,The Town continues its water waste enforcement actions. The Town has also implemented mandatory water allocations. The Town will be notifying customers who do exceed their monthly water allotment.,,94386951,177914431,255.2,0.88,No Correction,San Francisco Bay,481
15-Jun,06/01/2015 00:00,Hollister  City of,2,Yes,81790164,113946862,-99999,NULL,G,,20409,94.46,,,81790164,113946862,94.4,0.707,No Correction,Central Coast,131.6
15-Jun,06/01/2015 00:00,Humboldt Bay Municipal Water District,2,Yes,17.75,14.98,-99999,NULL,MG,"CII is 92% of total monthly potable water production. This is a cogeneration power plant. The intent of the regulations is to not negatively affect the California economy. Given this high percentage CII, it is unlikely that we will achieve 4% tier conservation. ",602,69.62,,Direct mailing to retail customers. ,17750000,14980000,78.6,0.08,No Correction,North Coast,66.4
15-Jun,06/01/2015 00:00,Humboldt Community Service District,1,Yes,66295000,76309000,0,NULL,G,,20032,68.9,,,66295000,76309000,68.9,0.625,No Correction,North Coast,79.4
15-Jun,06/01/2015 00:00,Huntington Beach  City of,Level 2,Yes,2207.3,3002.3,451.2,NULL,AF,,196041,83.16,"81,766 door hangars delivered to all residential and business accounts notifying of declaration of level 2",,719251855,978303739,83.2,0.68,No Correction,South Coast,113.1
15-Jun,06/01/2015 00:00,Huntington Park  City of,Phase 3,Yes,359,422,-99999,NULL,AF,,64219,40,,Instituted new prohibitions on specific water uses:  Instituted reusing linen at hotels and no irrigating during/ after rain  Increase in scope: Public outreach and community meetings ,116980662,137509302,39.6,0.652,No Correction,South Coast,46.5
15-Jun,06/01/2015 00:00,"Imperial, City of",1,Yes,78353000,100831000,-99999,NULL,G,,18022,104.19,Both customer contact and certified letters were mailed out to non-compliant customers.,,78353000,100831000,104.2,0.719,No Correction,Colorado River,134.1
15-Jun,06/01/2015 00:00,Indian Wells Valley Water District,2,Yes,238507000,266919000,0,NULL,G,"With high temperatures and low humidity, evaporative cooling is the most energy efficient and thus the primary method for cooling residences and businesses.  According to a study by the University of Arizonaês Office of Arid Lands Studies, the percentage of household water used by the coolers was 25.8% for households without air conditioning, and 15.8% for all houses.  Very few residences in this area have both evaporative cooling and air conditioning.  This study also states, depending on size, air movement, and relative humidity, seasonal water use for evaporate coolers can range from 7,350 to 22,050 gallons per cooler, or 35 to 100 gallons per day assuming 212 days of use.  We have conducted a test locally and found usage of up to 161 gallons per day.  Using the number of residential connections and our population, the impact can be as high as 53 GPCD.",31120,161,"The Board of Directors approved Ordinance 97, Emergency Water Conservation Mandatory Restrictions, at the April 13th meeting.  The Ordinance includes an even-odd watering schedule whereby houses with an address ending in an even number may irrigate landscaping on even numbered days and those with an address ending in an odd number may irrigate landscaping on odd numbered days.  No landscape watering on Mondays. The time of day restrictions in Ordinance 93 remain in effect. Ordinance 93 restricts landscape watering to between the hours of 8:00 PM and 8:00 AM from May 1st to October 31st and requires leaks to be repaired in a timely manner.  There is a four-step penalty process for repeated violations.  The initial violation is a warning along with educational materials provided.  A second violation can result in a fine of up to $50 added to the bill for the account.  A third violation can result in a fine of up to $200 added to the bill and issuing a warning that service may be terminated within 30 days if the issue is not addressed.  A fourth violation can result in a 48 hour notice of termination of service.  ",,238507000,266919000,217.9,0.853,No Correction,South Lahontan,243.9
15-Jun,06/01/2015 00:00,Indio  City of,II,Yes,546.3,741.8,-99999,NULL,MG,,88411,148,,,546300000,741800000,148.3,0.72,No Correction,Colorado River,201.4
15-Jun,06/01/2015 00:00,Inglewood  City of,THE CITY ORDINANCE HAS BEEN UPDATED.,Yes,745.185,947.245,77.7,NULL,AF,,86418,59,,,242819596,308661135,59,0.63,No Correction,South Coast,75
15-Jun,06/01/2015 00:00,Irvine Ranch Water District,2,Yes,5339.39,6085.2,2386.9,NULL,AF,"IRWD has been experiencing significant 7% growth in service area population since the 2013 baseline year. Despite this continued growth, IRWD has reduced its June 2015 R-GPCD by 22% from June 2013. To account for the effects of population growth on potable water production, IRWD was able to determine a growth-adjusted potable water production amount for June 2013 of 6,505 AF. The percent difference between this number and the current June 2015 production is 22%. The officially reported reduction of 12% from June 2013 does not take into account population growth and the related effects on potable water production; however, since the intent of Executive Order B-29-15 is not to hinder economic growth, it is valuable to additionally report a growth-corrected savings figure. ",387138,70.89,"Everyone is prohibited from:  -Using potable water to irrigate ornamental turf on public street medians -Using potable water to irrigate landscapes of new homes & buildings inconsistent with CBSC & DHCD requirements -Using outdoor irrigation during & 48 hours following measurable precipitation -Using potable water in decorative water features that do not recirculate the water -Using hoses with no shutoff nozzles to wash cars -Runoff when irrigating with potable water -Using potable water to wash sidewalks & driveways  Since declaring a Level II Water Shortage, the following restrictions are now in place as well:  -Customers shall reduce potable landscape watering by up to 50 percent -Swimming pools shall be filled to a lower level to minimize water loss due to splashing -Discretionary maintenance requiring refilling of swimming pools shall be prohibited. Filling newly constructed pools and refilling pools for required, non-discretionary maintenance are not subject to the ban -Commercial conveyor and in-bay car wash systems must reuse water if equipped to do so -Recycled water shall be required for construction activities, including earthwork, dust control and clean-up. The District may, at its discretion, waive this requirement if it can be demonstrated to the Districtês satisfaction that compliance with the requirement imposes undue hardship -The use of recycled water is required for street sweeping activities. The District may, at its discretion, waive this requirement if it can be demonstrated to the Districtês satisfaction that compliance with the requirement imposes undue hardship -Common interest associations shall not fine or assess owners of separate interests for reducing or eliminating the watering of vegetation or lawns, unless the association uses only recycled water for irrigation of the associationês common areas and recycled water is also available at the irrigated area of the separate interest  ",IRWD is implementing an approved Alternate Plan and recently made changes to its FY 2015/16 rates so that IRWD can meet its mandated 16% reduction in potable water use by February 2016. ,1739847851,1982871104,70.4,0.47,No Correction,South Coast,80.2
