Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Nov,11/01/2015  00:00:00,South Coast Water District,Level 2 - Water Supply Warning,Yes,393.1,502.8,AF,,34861,84.7,"November Enforcement Actions:  Courtesy Notice Door Hangers: 11 issued to inform homeowners of excessive runoff, using irrigation outside of designated days and hours, etc.  Warning Letters: 47 issued for residential water leaks.  First Notice of Non-Compliance Letters: 11 Issued.  Second Notice of Non-Compliance Letters (includes $100 non-compliance charge); 1 Issued.  Third Notice of Non-Compliance Letters (includes $500 non-compliance charge); 3 Issued.  On 5/28/15 the Board of Directors revised Ordinance 206 regarding penalties associated with non-compliance. Full text available at: http://www.scwd.org/civica/filebank/blobdload.asp?BlobID=5458","Water Saver of the Month Award: Created to recognize residential customers who have made tangible contributions to conserving potable water. Recipients receive a $500 award. Media coverage appears in local papers and monthly District newsletter.  November Conservation Activities:  Top 20 Irrigation Users: Working on near-term conversion to recycled water. Meeting with each site on conversion process.  Five sites converted to recycled water to date, with three sites nearly complete.  Top 50 Water Users: Board member & department head (teams of two) meeting with each customer discussing conservation strategies and provide monthly water usage data charts.  Leaks: Providing free in-home consultation services to customers asking for assistance with identifying source of their leak.  Tier 4/5 Customers: Providing WaterSmart comparison of monthly water usage compared to 2013.  High-efficiency Toilets: 3 installed; 114 replacements approved; 37 pending.  Turf-Residential:  12,237 SF replaced w/artificial; 66,621 SF pending replacement. 15,515 SF replaced w/ drought-tolerant plants; 69,473 SF pending replacement. Turf-Commercial/HOA: 59,315 SF replaced w/ drought-tolerant plants; 36,836 SF pending.",85.4,AF,"25,579,337", 85.0 ,69.4,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Bakman Water Company,Stage 2,Yes,65758180,71897914,G,,16756,115.12,"Commencing November 1st, Bakman Water Company moved to one watering day per customer per week. Even addresses on Sundays and Odd addresses on Saturdays.",- CPUC Rule 14.1 (Water Conservation and Rationing) - CPUC Schedule 14.1 (Staged Mandatory Water Rationing),,G,"7,890,982", 115.1 ,88,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Orange  City of,Level 2,Yes,1765.7,2341.1,AF,,139463,82,,Bi-monthly billing cycle CI&I and Total Residential percentage estimated from most current billing report of water sold. Additional written notification sent to top 100 consumers accounts and ALL HOA's reminding them outdoor watering reduced to one day a week.,,AF,"194,207,450", 84.4 ,61.4,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Fair Oaks Water District,Stage 4,Yes,429.45,802.35,AF,,36226,96,,,0,AF,"20,988,090", 96.6 ,75,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Tustin  City of,Stage 2,Yes,721.9,911,AF,Waste is estimated CII % use is estimated due to bi-monthly billing.,67700,101.9,13 fines for a total of $1900,Reduced the amount of watering days per week to 1 day a week.,0,AF,"28,218,734", 101.9 ,88,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Goleta Water District,III,Yes,949,1147,AF,,86946,49,,,,AF,"67,777,097", 49.8 ,42,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Seal Beach  City of,Phase 1,Yes,266,273,AF,none,25561,56.95,"The City went to Council on August 11,2014 and implemented Phase 1 for water conservation",none,0,AF,"43,631,506", 55.5 ,49.1,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,San Clemente  City of,level 3,Yes,535.7,674.4,AF,Warmer November than 2013.,55398,74.4,,,35.3,AF,"49,203,565", 69.0 ,65.7,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Azusa  City of,Stage 3,Yes,569287,664303,CCF,,110000,69.68,,,,CCF,Null, 69.7 ,54,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Alhambra  City of,Phase III,Yes,708.57,872,AF,,85068,90.5,,,,AF,Null, 90.5 ,100,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Apple Valley Ranchos Water Company,CPUC Schedule 14.1 Stage 1,Yes,270238,314672,CCF,Our 2013 production number has been revised to be consistent with how we are reporting 2015 production numbers. The 2015 production numbers do not include water used for pre-lubrication of water-lubed wells. The pre lubrication water is metered separately and sent back down the well prior to entering the system. Therefore it is not reflected in production numbers.,62602,74.3,,,0,CCF,"70,866,701", 74.3 ,69,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Thousand Oaks  City of,2,Yes,755.2,925,AF,"The City bills bimonthly, so the commercial/industrial /institutional water usage is an approximate value",51609,115,,,,AF,"76,770,596", 111.7 ,70.25,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Beverly Hills  City of,Stage D,Yes,814.7,939.2,AF,"Monthly production is calculated from local production and Metropolitan Water District (MWD) purchases.  The percentage of residential use is calculated using the volume of water consumed by residential accounts compared to monthly production.  Because the City of Beverly Hills uses a 60-day billing cycle, percentage of residential use reflects consumption based on the November 2014 ratio.  This report will be revised once more accurate data becomes available.    Commercial, industrial, and institutional use is calculated as a percentage of monthly production, using the formula 100 - [Percent Residential Use in November 2014] - [Percent Non-Revenue Water].  Percent non-revenue water is estimated to be 7% of total monthly production.  ",51403,146.9,"- Modified enforcement procedures -- issued 69 Notices of Violation, rather than an Administrative Compliance Order.  An NOV is a pre-requisite to the issuance of a criminal misdemeanor citation (for the second offense)  - Penalty surcharge went into effe",#NAME?,0,AF,"58,425,161", 122.2 ,71,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Cowan Heights,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,175,206.3,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  Indirect Potable Reuse (IPR) allocated to Golden State Water Company for October 2015 by OCWD is 636.3 AF of which 63.5 AF has been prorated to the Cowan Heights System. For November 2015, the Total Monthly production was 175.0 AF of which approximately 63.5 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for November 2015 is 111.5 AF and the adjusted GPCD is 141 ",7254,229,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"9,123,840", 229.0 ,87.4,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Victorville Water District,Stage 2,Yes,1269,1531,AF,,126177,93,"Received and processed over 20 phone calls specifically related to water waste. 31 staff hours dedicated to canvassing 34,000 locations(Accts) for water waste violations. 55 locations were identified for a total of 121 specific violations. 55 NOV were delivered. 22 violations still pending at 13 locations(these will receive certified letters). ",,38.27,AF,"68,754,651", 92.9 ,85,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Pomona  City of,2,Yes,1337.992,1711.353,AF,,152419,50.23,,,,AF,"66,727,529", 50.5 ,53,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Walnut Valley Water District,Stage 3,Yes,1297.87,1569.13,AF,,113236,104.57,,,,AF,Null, 104.6 ,84,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,California-American Water Company Sacramento District,"CPUC Rule 14.1, Stage 2",Yes,1577,2300,AF,"CA American Water is rolling out its own new Waterwaste violation App for all its districts, providing its customers a new user-friendly and simple solution to document and report water waste observations from their smart phones to CA American Water",201418,65,,,,AF,"154,779,428", 64.6 ,76,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Ventura County Waterworks District No 1,2,Yes,757.7,878.8,AF,,38703,116.5,The District conducted 2 enforcement campaigns in November 2015 resulting in 107 violation notices and offered 3 water conservation workshops. ,The District intends on submitting a request to exclude Agricultural water use and is in the process of developing its Agricultural Water Management Plan.,34,AF,"45,488,859", 116.5 ,54.8,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Great Oaks Water Company Incorporated,3,Yes,581.907,877.758,AF,Great Oaks Water Company will not know the amount of water used exclusively for commercial irrigation until those using water for that purpose apply for and receive certification from the Santa Clara Valley Water District.,99199,49.698,"The Santa Clara Valley Water District provides response/enforcement for water waste complaints.  During the month of November, there were 12 new complaints and all 12 were handled and closed.","Great Oaks Water Company has coordinated its efforts with local government agencies, including the Santa Clara Valley Water District and the City of San Jose.",0,AF,"41,715,500", 49.7 ,78,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Carlsbad Municipal Water District,Level 2,Yes,1100.7,1336.5,AF,"CMWD's 2015 UWMP consultant has estimated the 2015 CMWD service area population (based on the 2010 U.S. Census Data and SANDAG growth rate) at 86,595, slightly up from the 2010 UWMP plan population estimate previously used for this data submission (84,838). There is a 45 day reporting lag from the Hotels who report their estimated number of overnight guests for a given month.  In October, Carlsbad had approximately 155,614 overnight guests.",86596,88.76,,"Effective December 1, 2015, CMWD reduced the number of watering days to 1 day per week for the Winter season. ",340,AF,"133,240,649", 88.4 ,64,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,Golden State Water Company Placentia,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,Yes,479,571.1,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  Indirect Potable Reuse (IPR) allocated to Golden State Water Company for October 2015 by OCWD is 636.3 AF of which 173.9 AF has been prorated to the Placentia System. For November 2015, the Total Monthly production was 479.0 AF of which approximately 173.9 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for November 2015 is 305.2 AF and the adjusted GPCD is 48 ",46543,79,"GSWC maintains a web based Water Waste Report Form on its website at gswater.com. GSWC has also developed a Water Waste Case flow chart that follows each reported water waste case from first incident to resolution of the same. Actions items include educational letter, door notice, verbal notice, corrective action, flow restrictor, and referral to local public agency to implement violations penalties.",NULL,,AF,"33,432,356", 78.7 ,70.4,No Correction,South Coast,
